idName,title,nOfJobs
yinyang,yinyang,0
arturo,Arturo,0
brl,BRL,0
business-rule-language,business-rule-language,0
bx,bx,0
cheri,Cheri,0
ctalk,ctalk,0
dec64,dec64,0
gemini-protocol,gemini-protocol,0
gnome-basic,Gnome Basic,0
google-data-studio-app,google-data-studio-app,0
gp,General purpose,0
helium,helium,0
holonforth,holonforth,0
juliahub-pm,JuliaHub Packages,0
mathworks-file-exchange-pm,MathWorks File Exchange,0
miso-framework,miso-framework,0
objective-modula-2,objective-modula-2,0
qbe,qbe,0
radish,Radish,0
readable-lisp,readable-lisp,0
redpanda-app,redpanda-app,0
rhoscript,rhoscript,0
rpython,Restricted Python,0
sharpscript,sharpscript,0
sierra,sierra,0
slim-pl,slim-pl,0
smalltalkhub-pm,smalltalkhub-pm,0
ssc-pm,Boston College Statistical Software Components,0
tengo,tengo,0
tinygo-compiler,tinygo-compiler,0
tromp-diagrams,Lambda Diagrams,0
uml2-sp,uml2-sp,0
wdf,Wolfram Data Framework,0
atomo,atomo,0
b3-ir,B3 IR,0
blank,blank,0
blueprints,Blueprints,0
c-cubed,C^3,0
c-smile,c-smile,0
calc-var,calc_var,0
chaos-lang,chaos-lang,0
cobol-net,Cobol.NET,0
coffeepp,coffeepp,0
conan-center-pm,Conan Center,0
dart-pm,dart-pm,0
dfns,dfns,0
dss,dss,0
elm-packages-pm,Elm Packages,0
emu,emu,0
fmj,fmj,0
genshi-text,Genshi Text,0
glpk-lib,GNU Linear Programming Kit,0
hackage-pm,hackage-pm,0
hlvm,High-Level Virtual Machine,0
kefir,Kefir,0
klong,klong,0
kogut,kogut,0
koi,koi,0
lllpg,lllpg,0
maven-pm,Maven Central Repository,0
minihaskell,minihaskell,0
miniprolog,miniprolog,0
mir,mir,0
mlite,mlite,0
orc-format,Optimized Row Columnar,0
piccola,piccola,0
pursuit-pm,Pursuit PureScript Package Repository,0
pyke,pyke,0
python-format-spec,Python Format Specification,0
ra,ra,0
raco-pm,raco-pm,0
redscript,redscript,0
retroforth,retroforth,0
sbol,The Synthetic Biology Open Language,0
sentient,sentient,0
seph,seph,0
simit,simit,0
singular,singular,0
skookumscript,skookumscript,0
socialite,socialite,0
soql,SOQL,0
souffle,souffle,0
soul,soul,0
squiggle,squiggle,0
sub,sub,0
tern,tern,0
terse,terse,0
tetra,tetra,0
texpr,texpr,0
thorn,thorn,0
tilton,tilton,0
typedefs,typedefs,0
zoem,Zoem,0
air,AIR,0
bush,BUSH,0
chirp,chirp,0
cloe,cloe,0
comm,comm,0
corelscript,CorelScript,0
crack,crack,0
cran-pm,cran-pm,0
descript,Descript,0
dpp,D++,0
dragoon,DRAGOON,0
elpa-pm,Emacs Lisp Package Archive,0
envoy-app,envoy-app,0
flux-lang,flux-lang,0
forthnet-pm,forthnet-pm,0
fox,fox,0
gsql,GSQL,0
hex-rays,Hex-Rays,0
jsgf,JSGF,0
lambda,lambda,0
levy,levy,0
loglo,loglo,0
maplesoft-app-center-pm,Maplesoft Application Center,0
miniml,miniml,0
nawk,New AWK,0
nimble-pm,nimble-pm,0
oforth,oforth,0
orca-lang,orca-lang,0
polly,polly,0
poly,poly,0
popcorn-linux,popcorn-linux,0
pypi-pm,PyPI,0
raptor,raptor,0
rql,RQL,0
ru,ru,0
shill,shill,0
smithy,Smithy,0
sosl,SOSL,0
spark-pm,spark-pm,0
stringbean,stringbean,0
subscript,subscript,0
taql,Table Query Language,0
toadskin,toadskin,0
twiki,TWiki,0
ugnis,ugnis,0
visual-logic,Visual Logic,0
woofjs,woofjs,0
xmpp-protocol,xmpp-protocol,0
xoc-compiler,Xoc,0
zim-format,zim-format,0
angr,angr,0
antha,antha,0
arend,arend,0
arrow-format,Apache Arrow,0
binary-ninja,Binary Ninja,0
bjou,bjou,0
charly,charly,0
circa,circa,0
cleanlang,cleanlang,0
cx,cx,0
edgeql,edgeql,0
elpi,Elpi,0
eno,eno,0
forgebox-pm,ForgeBox,0
ghidra-decompiler,Ghidra,0
glitch-editor,glitch-editor,0
gns,GNS,0
hdt,Header Dictionary Triples,0
helena,helena,0
hello,hello,0
hilltop-lang,Hilltop,0
joker,joker,0
kate-editor,kate-editor,0
kima,kima,0
l,l,0
min,min,0
neovim-editor,neovim-editor,0
neralie-format,neralie-format,0
none,none,0
ogdl,Ordered graph data language,0
onex,onex,0
openspice,OpenSpice,0
par,par,0
pisc,pisc,0
plink-bim-format,plink-bim-format,0
plink-fam-format,plink-fam-format,0
potential,potential,0
prodel,prodel,0
sdf-format,sdf-format,0
statebox,statebox,0
syndicate,syndicate,0
tea-pl,Tea,0
typst,Typst,0
urn,urn,0
c-for-all,C∀,0
chartio-app,chartio-app,0
chocolatey-pm,chocolatey-pm,0
clausal-lang,Clausal Language,0
ctr,ctr,0
dscript,Dimensional Script,0
fawlty,Fawlty,0
goby,goby,0
hex-pm,Hex,0
kayia,kayia,0
ki,ki,0
libsvm-format,libsvm-format,0
luarocks-pm,luarocks-pm,0
mathematica-packagedata-pm,mathematica-packagedata-pm,0
merd,merd,0
morfa,morfa,0
nectar,nectar,0
np,np,0
nu-prolog,NU-Prolog,0
panther-lang,panther-lang,0
paxscript,paxScript,0
pliant,pliant,0
plink-map-format,plink-map-format,0
shakti,shakti,0
skew,skew,0
t3x,T3X,0
tiddler,tiddler,0
alma,Alma,0
alphard,AlpHard,0
babel,BABEL,0
cope,COPE,0
ct,cT,0
educe,EDUCE,0
feel,Friendly Enough Expression Language,0
gnu-rtl,gnu-rtl,0
inquire,INQUIRE,0
lighttpd-configuration-file,Lighttpd configuration file,0
madcap-vi,MADCAP VI,0
mcleyvier-command-language,McLeyvier Command Language,0
midas,Modified Integration Digital Analog Simulator,0
opp,O++,0
order,order,0
perfectscript,Perfectscript,0
po,PO,0
prosper,PROSPER,0
sba,SBA,0
school,School,0
snql,SNQL: A Social Network Query and Transformation Language,0
spill,Spill,0
unql-lang,UnQL,0
wgsl,WebGPU Shading Language,0
xe,XE,0
xql-lang,XQL,0
cish,Cish,0
siman,SIMAN,0
zeta,Zeta,0
snobol3,SNOBOL3,0
vienna-definition-language,Vienna Definition Language,0
cdl,CDL,0
fortran-77,FORTRAN 77,0
accent,ACCENT,0
argos,Argos,0
bridgetalk,BridgeTalk,0
ddfcsv,DDF,0
demeter,DEMETER,0
dribble,Dribble,0
etc,ETC,0
fable,Fable,0
gel,Generic Expression Language,0
gloss,GLOSS,0
herbrand,Herbrand,0
jacl,JACL,0
kb,KB,0
lesk,LESK,0
loops,Lisp Object-Oriented Programming System,0
mendel,MENDEL,0
nml,nML,0
patchwork,Patchwork,0
plan2d,PLAN2D,0
pluk,Pluk,0
prolog-pack-pm,Prolog Pack,0
rlisp,RLISP,0
scroll-lang,SCROLL,0
sh,sh,0
tick-c,Tick C,0
tikiwiki,Tiki Wiki Markup,0
topaz,topaz,0
torchscript,torchscript,0
tutorial-d,Tutorial D,0
amtran,AMTRAN,0
anna,ANNA,0
apl-gpss,APL-GPSS,0
aqasm,aQasm,0
arc-assembly,Arc Assembly,0
bawk,bawk,0
binary-equation,Binary Equation,0
bird,BIRD,0
cdlpp,CDL++,0
cmix,CMIX,0
commen,COMMEN,0
cooc,cooC,0
dts,TypeScript Type Declarations,0
explan,EXPLAN,0
explor,EXPLOR,0
fap,FORTRAN assembly program,0
far,FAR,0
flowlog,flowlog,0
giotto,Giotto,0
hdfs,Hadoop Distributed File System,0
heron,Heron,0
hoot-smalltalk,hoot-smalltalk,0
ibex,IBEX,0
ifo,IFO,0
karl,Knowledge Acquisition and Representation Language,0
l6,L6,0
lisp-1-5,LISP 1.5,0
lorel-1,Lorel,0
madcap,MADCAP,0
maps,MAPS,0
moose,MOOSE,0
msl,MSL,0
nakl,NAKL,0
nodal,NODAL,0
o2,o2,0
oopsp,OOPS+,0
pactolus,PACTOLUS,0
pascal-xsc,Pascal-XSC,0
petr,Petr,0
popasm,PopAsm,0
pufft,PUFFT,0
quexal,quexal,0
ratsno,RATSNO,0
rdml,Rapid Development and Maintenance Language,0
rds-format,rds-format,0
real-time-concurrent-c,Real-Time Concurrent C,0
real-time-mentat,Real-Time Mentat,0
regina,Regina,0
regulus,REGULUS,0
relational-production-language,RPL,0
report-writer-language,RPT,0
shadow,SHADOW,0
sheep,SHEEP,0
slang,SLANG,0
spade,SPADE,0
squidconf,SquidConf,0
tao,TAO,0
verse,Verse,0
water,Water,0
xs-lang,xs,0
3d-logo,3D Logo,0
able,ABLE,0
adam,ADAM,0
alpak,ALPAK,0
apache,APACHE,0
apl-hp,APL/HP,0
arctic,Arctic,0
artspeak,ARTSPEAK,0
ashmedai,ASHMEDAI,0
aspol,ASPOL,0
atomos,Atomos,0
aurora,Aurora,0
autoloft,AUTOLOFT,0
automator,Automator,0
autopromt,AUTOmatic PROgramming of Machine Tools,0
b-line,B-LINE,0
back,BACK,0
balinda-lisp,BaLinda Lisp,0
baltazar,baltazar,0
barrel,Barrel,0
baseball,BASEBALL,0
basel,BASEL,0
beef-lang,BEEF,0
berkeleydb,Berkeley DB,0
beta-project,BETA Project,0
biferno,Biferno,0
bigmac,BIGMAC,0
bigwig-format,bigWig format,0
bigwig,BIGWIG,0
birkbeck-assembly,Birkbeck Assembly,0
blaze-2,BLAZE 2,0
brouhaha,BrouHaHa,0
c-flat,C flat,0
cafeobj,CafeObj,0
cajole,CAJOLE,0
ccal,CCal,0
circal,CIRCAL,0
clanger,CLANGER,0
classic,ClassiC,0
clear,CLEAR,0
coherent-parallel-c,Coherent Parallel C,0
col,COL,0
combined-log-format,Combined Log Format,0
comfy,COMFY,0
computest,COMPUTEST,0
comskee,COMSKEE,0
concurrent-cpp,Concurrent C++,0
concurrent-prolog,Concurrent Prolog,0
conlan,CONLAN,0
connection-machine-lisp,Connection Machine LISP,0
consim,CONSIM,0
constraints,CONSTRAINTS,0
consul,Consul,0
cst,CST,0
cube,CUBE,0
cupid,CUPID,0
damn,DAMN,0
debl,DEBL,0
declare,DECLARE,0
del,DEL,0
delirium,Delirium,0
delta-prolog,Delta Prolog,0
dialog,DIALOG,0
dice,DICE,0
diet,DIET,0
dipe-r,Dipe-R,0
disc,DISC,0
dispel,DISPEL,0
dna,DNA,0
dollar-sign,$,0
dopl,DOPL,0
dual,DUAL,0
durra,Durra,0
elegant,Elegant,0
ellpack,ELLPACK,0
emma,EMMA,0
eva,Eva,0
exel,EXEL,0
extended-pascal,Extended Pascal,0
flic,FLIC,0
flownet,FlowNet,0
fork,FORK,0
fortransit,FORTRANSIT,0
frank,FRANK,0
frenetic,Frenetic,0
fresco,Fresco,0
galileo,Galileo,0
gcla-ii,GCLA II,0
gem,GEM,0
generic,GCC GENERIC,0
gerald,Gerald,0
germinal,GERMINAL,0
glish,Glish,0
golog,Golog,0
goql,GOQL,0
gospel,GOSPEL,0
gps,GPS,0
gpss-85,GPSS/85,0
grapheasy,Grapheasy,0
green,Green,0
groove,GROOVE,0
hancock,Hancock,0
harvey,HARVEY,0
helper,HELPER,0
henk,henk,0
hi-visual,Hi-Visual,0
holo,Holo,0
hybrid,Hybrid,0
hycom,HyCom,0
ibuki-cl,Ibuki CL,0
icml,ICML,0
ilu,ILU,0
ilx,ILX,0
image,IMAGE,0
imf,imf,0
ina-jo,Ina Jo,0
inc,INC,0
infolog,INFOLOG,0
insight,INSIGHT,0
interactive,INTERACTIVE,0
isac,ISAC,0
javaml,JavaML,0
josie,JOSIE,0
joyce,Joyce,0
joycep,JOYCE+,0
jpl,JPL,0
jr,JR,0
kate,KATE,0
kiss,Keep It Short and Simple,0
kl1,KL1,0
klaim,Klaim,0
kris,KRIS,0
lamina,LAMINA,0
language-for-class-description,Language for Class Description,0
lap,LAP,0
laris,LARIS,0
lass,LASS,0
ldl,LDL,0
lemick,Lemick,0
lg,LG,0
lisptalk,Lisptalk,0
lnf,LNF,0
lo,LO,0
logal,LOGAL,0
loglisp,LOGLISP,0
logol,LOGOL,0
logowriter,LogoWriter,0
lol,LOL,0
loopnpp,LOOPN++,0
lore,LORE,0
lucid-representations,Lucid representations,0
lygon,Lygon,0
mac,MIT Algebraic Compiler,0
mads,MADS,0
magic-paper,Magic Paper,0
mapquery,MAPQUERY,0
marsyas,MARSYAS,0
mavis,MAVIS,0
meld,MELD,0
meta-plus,META/PLUS,0
metah,MetaH,0
microsoft-equation-editor,Microsoft Equation Editor,0
modula-2p,Modula-2+,0
modula-3-star,Modula-3*,0
morphe,Morphe,0
mpsx,MPSX,0
musys,MUSYS,0
n-prolog,N-Prolog,0
nail,Nail,0
netbasic,NetBasic,0
netscript,Netscript,0
nil,NIL,0
npy,npy,0
nsl,NSL,0
nua-prolog,NUA-Prolog,0
nut,NUT,0
o,O,0
ofl,OFL,0
oldas,OLDAS,0
oliver,OLIVER,0
olog,olog,0
omar,OMAR,0
one-man-language,One-man-language,0
oolp,OOLP,0
oops,OOPS,0
openada,OpenAda,0
orient84-k,Orient84/K,0
osql,Object-oriented Structured Query Language,0
p-cl,P/CL,0
pact-ia,PACT IA,0
paragon,Paragon,0
pascal-fc,Pascal-FC,0
pascal-i,PASCAL-I,0
pascal-s,Pascal-S,0
phocus,PHOCUS,0
picasso,PICASSO,0
pie,PIE,0
pin,PIN,0
pit,PIT,0
pixin,PIXIN,0
pl-i-formac,PL/I-FORMAC,0
pl-ll,PL/LL,0
pl4,PL4,0
placa,PLACA,0
pose,POSE,0
priz,PRIZ,0
profit,ProFIT,0
progol,Progol,0
prophet,PROPHET,0
proto-gnosis,proto-GNOSIS,0
proverif-lang,ProVerif,0
proxy,Proxy,0
py,Py,0
python-cl-compiler,python-cl-compiler,0
qas,QAS,0
quadril,QUADRIL,0
quanta,Quanta,0
quick-macros,Quick Macros,0
quilt,QUILT,0
rack,RACK,0
rcpp,RC++,0
rdata-format,rdata-format,0
real-time-euclid,Real-Time Euclid,0
rebus,Rebus,0
refined-c,Refined C,0
rel-english,REL English,0
rel,REL,0
relix,Relix,0
reuse-description-language,Reuse Description Language,0
robotalk,RoboTalk,0
ros-msg,ROS Message,0
statemate,Statemate,0
unicode-lang,Unicode,0
virt,Virt,0
appcode-editor,appcode-editor,0
brackets-editor,brackets-editor,0
clion-editor,clion-editor,0
code-blocks-editor,code-blocks-editor,0
codelite-editor,codelite-editor,0
schrodingers-equation,Schrödinger's Equation,0
sourcelair-editor,sourcelair-editor,0
siri,Siri,0
soql-lang,Socrata Query Language,0
synergist,synergist,0
uscript,uscript,0
uscript2,uscript2,0
2lisp,2lisp,0
arbortext-command-language,arbortext-command-language,0
argon,Argon,0
chappe-code,chappe-code,0
concordance,concordance,0
csvpp,CSV++,0
gedit-editor,gedit-editor,0
imaginary-number-equation,Imaginary Number Equation,0
intellijidea-editor,intellijidea-editor,0
komodo-editor,komodo-editor,0
linktext,LinkText,0
pycharm-editor,pycharm-editor,0
runescript,runescript,0
shiv,shiv,0
simple-stackless-lisp,Simple Stackless Lisp,0
sqlite-storage-format,sqlite-storage-format,0
sugarj,sugarj,0
teasharp,TeaSharp,0
acsi-matic,ACSI-Matic,0
adam-standard,adam-standard,0
aleph,ALEPH,0
algol-68-rt,ALGOL 68-RT,0
aljabr,ALJABR,0
altibase,Altibase,0
amalthea,amalthea,0
amazon-dynamodb,Amazon DynamoDB,0
amazon-rds,Amazon RDS,0
amtran-70,AMTRAN 70,0
apache-derby,Apache Derby,0
apache-phoenix,Apache Phoenix,0
aplo,APLO,0
arango-db,ArangoDB,0
arta,ARTA,0
autocoder-ii,AUTOCODER II,0
beam-bytecode,BEAM Bytecode,0
beebasic,BeeBasic,0
ber,BER,0
bullfrog,BullFrog,0
celsius-webscript,Celsius WebScript,0
cigale,Cigale,0
cogo,COGO,0
concept-script,concept-script,0
concurr,ConCurr,0
couchbase-mobile,Couchbase Mobile,0
couchbase,Couchbase,0
cymbal,Cymbal,0
decision-model-notation,Decision Model & Notation,0
dinnerbell,DinnerBell,0
eql,EqL,0
exapt,EXAPT,0
firebase,Firebase Realtime Database,0
google-cloud-mysql,Google Cloud SQL,0
greenplum,Greenplum,0
ibm-db2,IBM DB2,0
influxdb,InfluxDB,0
interbase,InterBase,0
intersystems-cache,InterSystems Caché,0
ji,ji,0
kernel-e,kernel-e,0
maria-db-column-store,MariaDB ColumnStore,0
marklogic,MarkLogic,0
memcached,Memcached,0
microsoft-access,Microsoft Access,0
microsoft-azure-cosmos-db,Microsoft Azure Cosmos DB,0
microsoft-mysql-server,Microsoft SQL Server,0
model-k,MODEL-K,0
mushroom,Mushroom,0
nebula,NEBULA,0
neo4j,Neo4j,0
oniguruma,oniguruma,0
oracle,Oracle,0
orient-db,OrientDB,0
pclos,PCLOS,0
pearson-correlation-coefficient-equation,Pearson correlation coefficient equation,0
pgen,PGen,0
pl-as,IBM Programming Language/Advanced Systems,0
roscoe,ROSCOE,0
rosetta-smalltalk,Rosetta SMALLTALK,0
rosette,Rosette,0
rpg-iii,RPG III,0
rt-aslan,RT-ASLAN,0
rt-cdl,RT-CDL,0
rt-z,RT-Z,0
ruri,Ruri,0
saal,SAAL,0
sac-1,SAC-1,0
sac-2,SAC-2,0
sampletalk,Sampletalk,0
sap-hana,SAP HANA,0
sartex,SARTEX,0
sassy,Sassy,0
saustall,SAUSTALL,0
sb-one,SB-ONE,0
scalpel,SCALPEL,0
scat,SCAT,0
schemal,SCHEMAL,0
scil-vp,SCIL-VP,0
sclipting,Sclipting,0
scratchpad-ii,Scratchpad II,0
screamer,SCREAMER,0
scrimshaw,Scrimshaw,0
scriptx,ScriptX,0
sdms,SDMS,0
segras,SEGRAS,0
semanol,SEMANOL,0
seque,Seque,0
sequel-2,SEQUEL 2,0
sequential-pascal,Sequential Pascal,0
sespath,SESPATH,0
sespool,SESPOOL,0
setlog,SetLog,0
seval,SEVAL,0
seymour,Seymour,0
shapeup,ShapeUp,0
shared-prolog,Shared Prolog,0
sheerpower-4gl,SheerPower 4GL,0
si-library,SI Library,0
sidopsp,SIDOPS+,0
sigma-76,SIGMA 76,0
siman-iv,SIMAN IV,0
simcal,SIMCAL,0
simdis,SIMDIS,0
simfactory,SIMFACTORY,0
siml-i,SIML/I,0
simnet,SIMNET,0
simpas,SIMPAS,0
simplescript,SimpleScript,0
simul,SIMUL,0
simula-67,SIMULA 67,0
sketchpad-iii,Sketchpad III,0
sl5,SL5,0
slam-ii,SLAM II,0
sleuth,SLEUTH,0
slpl,SLPL,0
smalgol,SMALGOL,0
small-euclid,Small Euclid,0
small-x,SMALL-X,0
smalltalk-76,Smalltalk-76,0
smalltalk-80,Smalltalk-80,0
smallvdm,SmallVDM,0
smolcs,SMoLCS,0
snobat,SNOBAT,0
soar-ml,Soar Markup Language,0
solmar,SOLMAR,0
sorca,SORCA,0
specl,SPECL,0
specol,SPECOL,0
spil,SPIL,0
spir-v,spir-v,0
splaw,SPLAW,0
sps,Symbolic Programming System,0
sqlar-format,sqlar-format,0
squrl,SQURL,0
stage2,STAGE2,0
standard-lisp,Standard Lisp,0
staple,STAPLE,0
star-prolog,*Prolog,0
status-quo-script,status-quo-script,0
stonecutter,StoneCutter,0
strcmacs,STRCMACS,0
strema,STREMA,0
stress,STRESS,0
strudl,STRUDL,0
sw2,SW2,0
synglish,SYNGLISH,0
synproc,SYNPROC,0
syntol,SYNTOL,0
tablog,TABLOG,0
tabsol,TABSOL,0
tabtran,TABTRAN,0
tac,TAC,0
tarmac,Tarmac,0
taxis,Taxis,0
tcc,tcc,0
tcoz,TCOZ,0
tcsp,TCSP,0
tdfl,TDFL,0
tdms,TDMS,0
telefile-assembly,telefile-assembly,0
telsim,TELSIM,0
templar,Templar,0
temporal-prolog,Temporal Prolog,0
teradata-aster,Teradata Aster,0
teradata,Teradata,0
tfl,TFL,0
the-message-system,The Message System,0
threaded-lists,THREADED LISTS,0
tics,TICS,0
tidb,TiDB,0
timed-csp,Timed CSP,0
tinkertoy,Tinkertoy,0
toolbus,TOOLBUS,0
tpdl-star,TPDL*,0
trafola-h,Trafola-H,0
traits,Traits,0
tramp,TRAMP,0
tranquil,TRANQUIL,0
transforma,Transforma,0
treet,TREET,0
triroff,triroff,0
tsl,TSL,0
tsql2,TSQL2,0
turing-plus,Turing Plus,0
turnstile-plus,turnstile-plus,0
tyco,Tyco,0
tyruba,TyRuBa,0
u-datalog,U-Datalog,0
uan,UAN,0
ubik,Ubik,0
ufl,UFL,0
ufo,UFO,0
umta,UMTA,0
unicorn,UNICORN,0
unisim,UNISIM,0
unravel,UNRAVEL,0
ussa,USSA,0
utopia-84,Utopia 84,0
v-promela,V-Promela,0
val-ii,VAL II,0
varlist,VARLIST,0
vector-pascal,Vector PASCAL,0
venus,VENUS,0
vienna-fortran,Vienna Fortran,0
viptran,VIPTRAN,0
viron,Viron,0
visavis,VisaVis,0
visual-eiffel,Visual Eiffel,0
visual-occam,Visual Occam,0
viva,VIVA,0
viz,viz,0
vpl,VPL,0
vspl,VSPL,0
vulcan,VULCAN,0
wcl,WCL,0
webl,WebL,0
whirlwind,Whirlwind,0
writeacourse,WRITEACOURSE,0
wylbur,WYLBUR,0
x-klaim,X-KLAIM,0
x11-basic,X11-Basic,0
xadl,xADL,0
xcy,XCY,0
xml-gl,XML-GL,0
xml-query-algebra,The Algebra,0
xpop,XPOP,0
xsim,XSIM,0
xtran,XTRAN,0
yugabytedb,YugabyteDB,0
zccs,ZCCS,0
zgrass,ZGRASS,0
1-pak,1.pak,0
2obj,2OBJ,0
3-lisp,3-LISP,0
3dcomposer,3DComposer,0
3rip,3RIP,0
abal,ABAL,0
abcl-cp,ABCL/c+,0
abcl-f,ABCL/f,0
abcpp,ABC++,0
abstracto,Abstracto,0
ac-toolbox,AC Toolbox,0
acl,ACL,0
acore,Acore,0
acorn,ACORN,0
acos,ACOS,0
acsl,ACSL,0
act-one,ACT ONE,0
actalk,Actalk,0
active-language-i,Active Language I,0
active-u-datalog,Active-U-Datalog,0
actus,Actus,0
ada-95,Ada 95,0
ada-9x,Ada 9X,0
ada-tl,Ada/TL,0
adabtpl,ADABTPL,0
adagio,Adagio,0
adaplex,Adaplex,0
aditi,Aditi,0
aed,AED,0
aepl,AEPL,0
aesop,AESOP,0
agent-k,Agent-K,0
agl,AGL,0
aida,AIDA,0
akl,AKL,0
aladin,ALADIN,0
alambik,Alambik,0
alba,ALBA,0
aldat,Aldat,0
aldwych,Aldwych,0
alec,ALEC,0
algebraic-compiler,Algebraic Compiler,0
algem,ALGEM,0
algernon,ALGERNON,0
algol-e,ALGOL-E,0
algy,ALGY,0
alma-o,Alma-O,0
almir,ALMIR,0
alonzo,Alonzo,0
alphapop,AlphaPop,0
altac,ALTAC,0
amanda,Amanda,0
ambit-g,AMBIT/G,0
ambit-l,AMBIT/L,0
amppl-ii,AMPPL-II,0
andorra,Andorra,0
arezzo-notation,arezzo-notation,0
autocoder-iii,AUTOCODER III,0
axcess,axcess,0
bisonpp,Bison++,0
blade-lang,Blade,0
bolin,Bolin,0
brooks-programming-language,brooks-programming-language,0
candy-codes,Candy Codes,0
cedar,Cedar,0
checkout,checkout,0
chicon,Chicon,0
cona,CONA,0
cosmos,Cosmos,0
cvl,CVL,0
dalvik-bytecode,dalvik-bytecode,0
datapackage,Data Package,0
distributed-smalltalk,Distributed Smalltalk,0
dm-1,DM-1,0
dsym,dsym,0
ebg,ebg,0
elastic-query-dsl,Elasticsearch Query DSL,0
english-programming-language,english-programming-language,0
esp,ESP,0
extran,EXTRAN,0
filetab-d,filetab-d,0
floorplan,floorplan,0
forest-database,forest-database,0
fortran-iii,FORTRAN III,0
fortran-iv,FORTRAN IV,0
gaea,GAEA,0
gaiman,Gaiman,0
hackppl,hackppl,0
haystaq,HAYSTAQ,0
ibm-system-38-language,ibm-system-38-language,0
iota,iota,0
just,Just,0
kaukatcr,kaukatcr,0
konna,Konna,0
lambda-obliv,lambda-obliv,0
lll,Low Level Lisp,0
local,local,0
metalex,metalex,0
microplanner,microPLANNER,0
modl,modl,0
n,N,0
ngql,Noms GraphQL,0
njcl,NJCL,0
nul-lang,Navigational User's Language,0
omnitab-ii,OMNITAB II,0
omnitab,OMNITAB,0
oxide,Oxide,0
parse-tree-notation,Parse Tree Notation,0
pegasus-autocode,Pegasus AUTOCODE,0
peridot,Peridot,0
pl-s-ii,PL/S-II,0
pl-s,PL/S,0
pl-x,PL-X,0
plunk,Pλ⍵NK,0
protosynthex,Protosynthex,0
pygmalion,Pygmalion,0
quiktran,QUIKTRAN,0
rand-abel,RAND-ABEL,0
rapidwrite,RAPIDWRITE,0
rpg-ii,RPG II,0
runcible,RUNCIBLE,0
russell,RUSSELL,0
ruth,RUTH,0
sa,SA,0
sale,SALE,0
salem,SALEM,0
sapphire,Sapphire,0
sather-k,Sather-K,0
scenic,Scenic,0
scoop,SCOOP,0
search,SEARCH,0
simodula,SIMODULA,0
simpp,Sim++,0
siprol,Siprol,0
skil,SKIL,0
sky,SKY,0
sl,SL,0
slips,SLIPS,0
slog,SLOG,0
smalltalk-v,Smalltalk/V,0
smart,SMART,0
smdl,SMDL,0
smoke,SMOKE,0
smsl,SMSL,0
snostorm,Snostorm,0
soaplang,Symbolic Optimal Assembly Program,0
social-networks-query-language,SoQL,0
spec,Spec,0
sprint,SPRINT,0
sqlmp,SQLMP,0
square,SQUARE,0
sr,SR,0
stoical,STOICAL,0
streamit,StreamIt,0
sue,Sue,0
summer,SUMMER,0
superforth,SuperForth,0
supermac,SUPERMAC,0
svl,SVL,0
symbal,SYMBAL,0
symbmath,SymbMath,0
syntex,SYNTEX,0
tactics,TACTICS,0
tale,TALE,0
tall,TALL,0
tela,TeLa,0
tempo,TEMPO,0
tomal,TOMAL,0
trace,TRACE,0
transcode,TRANSCODE,0
translang,TRANSLANG,0
trio,TRIO,0
triple,TRIPLE,0
ts,TS,0
two-d,TWO-D,0
twoducks,twoducks,0
uc,UC,0
vex,VEX,0
visual,Visual,0
wizor,WIZOR,0
xmind,Xmind Format,0
ycp,ycp,0
yoga,yoga,0
zed,Zed,0
zish,zish,0
a51,A51 Assembly,0
aardappel,Aardappel,0
abc-algol,ABC ALGOL,0
actors,Actors,0
ades-ii,ADES II,0
ades,ADES,0
adlib,ADLIB,0
aids,AIDS,0
aldes,ALDES,0
allo,ALLO,0
alps,ALPS,0
amber,Amber,0
ambush,AMBUSH,0
amppl-i,AMPPL-I,0
amulet,Amulet,0
and-or,And/Or,0
andante,Andante,0
andorra-i,Andorra-I,0
ans-mumps,ANS MUMPS,0
ansi-basic,ANSI BASIC,0
apar,APAR,0
aparel,APAREL,0
apl-z80,APL/Z80,0
aplgol-2,APLGOL-2,0
aplgol,APLGOL,0
apostle,APOSTLE,0
appl-a,APPL/A,0
applog,APPLOG,0
aprol,APROL,0
aql,AQL,0
aquarius-prolog,Aquarius Prolog,0
arablan,ARABLAN,0
archi,ARCHI,0
arjuna,Arjuna,0
ark,ARK,0
armani,Armani,0
asf-sdf,ASF+SDF,0
aspen,ASPEN,0
associons,associons,0
asspegique,Asspegique,0
astlog,ASTLOG,0
atol,ATOL,0
autasim,AUTASIM,0
autodraft,AUTODRAFT,0
autogrp,AUTOGRP,0
automast,AUTOMAST,0
avalon-common-lisp,Avalon/Common LISP,0
b4tran,B4Tran,0
balg,BALG,0
balm,BALM,0
balsa,BALSA,0
baltik,Baltík,0
bartok,Bartok,0
basic-pdp-1-lisp,Basic PDP-1 Lisp,0
basil,BASIL,0
bc-neliac,BC NELIAC,0
bdl,BDL,0
bedsocs,BEDSOCS,0
besys,BESYS,0
beta-prolog,Beta-Prolog,0
bgraf2,BGRAF2,0
bhsl,BHSL,0
bigloo,Bigloo,0
biomod,BIOMOD,0
biossim,BIOSSIM,0
blaze,BLAZE,0
blooms,BLOOMS,0
bmd,BMD,0
bob,Bob,0
boil,BOIL,0
booster,Booster,0
borneo,Borneo,0
